item_id,date,dateStata,dateISO,year,month,quintiles,mean_decile_price
210204,49,01-02-1992,1992-02-01,1992,2,1,.4464516
210204,49,01-02-1992,1992-02-01,1992,2,4,.6002273
210204,49,01-02-1992,1992-02-01,1992,2,2,.5493651
210204,49,01-02-1992,1992-02-01,1992,2,5,.671
210204,50,01-03-1992,1992-03-01,1992,3,5,.68624997
210204,50,01-03-1992,1992-03-01,1992,3,2,.54818183
210204,50,01-03-1992,1992-03-01,1992,3,1,.45068964
210204,50,01-03-1992,1992-03-01,1992,3,4,.59574997
210204,51,01-04-1992,1992-04-01,1992,4,1,.45189187
210204,51,01-04-1992,1992-04-01,1992,4,2,.54923075
210204,51,01-04-1992,1992-04-01,1992,4,4,.59418184
210204,51,01-04-1992,1992-04-01,1992,4,5,.69230771
210204,52,01-05-1992,1992-05-01,1992,5,1,.43117645
210204,52,01-05-1992,1992-05-01,1992,5,2,.53954548
210204,52,01-05-1992,1992-05-01,1992,5,4,.59510201
210204,52,01-05-1992,1992-05-01,1992,5,5,.69142854
210204,52,01-05-1992,1992-05-01,1992,5,3,.56
210204,53,01-06-1992,1992-06-01,1992,6,2,.54887325
210204,53,01-06-1992,1992-06-01,1992,6,5,.64187503
210204,53,01-06-1992,1992-06-01,1992,6,4,.58028567
210204,53,01-06-1992,1992-06-01,1992,6,1,.44813952
210204,54,01-07-1992,1992-07-01,1992,7,5,.64324325
210204,54,01-07-1992,1992-07-01,1992,7,1,.44999999
210204,54,01-07-1992,1992-07-01,1992,7,2,.5482353
210204,54,01-07-1992,1992-07-01,1992,7,4,.57777774
210204,55,01-08-1992,1992-08-01,1992,8,2,.5487324
210204,55,01-08-1992,1992-08-01,1992,8,5,.65485716
210204,55,01-08-1992,1992-08-01,1992,8,4,.58297294
210204,55,01-08-1992,1992-08-01,1992,8,1,.4392857
210204,56,01-09-1992,1992-09-01,1992,9,2,.54531646
210204,56,01-09-1992,1992-09-01,1992,9,4,.58274996
210204,56,01-09-1992,1992-09-01,1992,9,5,.64906251
210204,56,01-09-1992,1992-09-01,1992,9,1,.43102562
210204,57,01-10-1992,1992-10-01,1992,10,1,.43270269
210204,57,01-10-1992,1992-10-01,1992,10,4,.58967739
210204,57,01-10-1992,1992-10-01,1992,10,3,.56999999
210204,57,01-10-1992,1992-10-01,1992,10,2,.54027027
210204,57,01-10-1992,1992-10-01,1992,10,5,.65375
210204,58,01-11-1992,1992-11-01,1992,11,4,.58941174
210204,58,01-11-1992,1992-11-01,1992,11,5,.65027028
210204,58,01-11-1992,1992-11-01,1992,11,1,.44521737
210204,58,01-11-1992,1992-11-01,1992,11,2,.5642857
210204,59,01-12-1992,1992-12-01,1992,12,5,.67250001
210204,59,01-12-1992,1992-12-01,1992,12,2,.55933332
210204,59,01-12-1992,1992-12-01,1992,12,4,.59079999
210204,59,01-12-1992,1992-12-01,1992,12,1,.4281579
210204,60,01-01-1993,1993-01-01,1993,1,5,.67542857
210204,60,01-01-1993,1993-01-01,1993,1,2,.55307692
210204,60,01-01-1993,1993-01-01,1993,1,4,.59214282
210204,60,01-01-1993,1993-01-01,1993,1,1,.40102562
210204,61,01-02-1993,1993-02-01,1993,2,1,.43020833
210204,61,01-02-1993,1993-02-01,1993,2,3,.56999999
210204,61,01-02-1993,1993-02-01,1993,2,4,.58818179
210204,61,01-02-1993,1993-02-01,1993,2,5,.67378378
210204,61,01-02-1993,1993-02-01,1993,2,2,.54741937
210204,62,01-03-1993,1993-03-01,1993,3,2,.56325579
210204,62,01-03-1993,1993-03-01,1993,3,4,.59249997
210204,62,01-03-1993,1993-03-01,1993,3,1,.42341462
210204,62,01-03-1993,1993-03-01,1993,3,5,.68257141
210204,63,01-04-1993,1993-04-01,1993,4,2,.5634737
210204,63,01-04-1993,1993-04-01,1993,4,5,.68714285
210204,63,01-04-1993,1993-04-01,1993,4,1,.40425
210204,63,01-04-1993,1993-04-01,1993,4,4,.59416664
210204,64,01-05-1993,1993-05-01,1993,5,1,.4104878
210204,64,01-05-1993,1993-05-01,1993,5,2,.56285715
210204,64,01-05-1993,1993-05-01,1993,5,5,.68024999
210204,64,01-05-1993,1993-05-01,1993,5,4,.59678572
210204,65,01-06-1993,1993-06-01,1993,6,2,.56318682
210204,65,01-06-1993,1993-06-01,1993,6,5,.67657894
210204,65,01-06-1993,1993-06-01,1993,6,1,.41209301
210204,65,01-06-1993,1993-06-01,1993,6,4,.59571427
210204,66,01-07-1993,1993-07-01,1993,7,5,.67538464
210204,66,01-07-1993,1993-07-01,1993,7,1,.40731707
210204,66,01-07-1993,1993-07-01,1993,7,4,.58923078
210204,66,01-07-1993,1993-07-01,1993,7,2,.56477779
210204,67,01-08-1993,1993-08-01,1993,8,2,.56279999
210204,67,01-08-1993,1993-08-01,1993,8,5,.67605263
210204,67,01-08-1993,1993-08-01,1993,8,1,.40953487
210204,67,01-08-1993,1993-08-01,1993,8,4,.58684206
210204,68,01-09-1993,1993-09-01,1993,9,5,.67631578
210204,68,01-09-1993,1993-09-01,1993,9,4,.59041667
210204,68,01-09-1993,1993-09-01,1993,9,2,.56343752
210204,68,01-09-1993,1993-09-01,1993,9,1,.41095239
210204,69,01-10-1993,1993-10-01,1993,10,5,.67894739
210204,69,01-10-1993,1993-10-01,1993,10,2,.56421053
210204,69,01-10-1993,1993-10-01,1993,10,4,.5905
210204,69,01-10-1993,1993-10-01,1993,10,1,.40918368
210204,70,01-11-1993,1993-11-01,1993,11,1,.44029412
210204,70,01-11-1993,1993-11-01,1993,11,4,.59727269
210204,70,01-11-1993,1993-11-01,1993,11,3,.56999999
210204,70,01-11-1993,1993-11-01,1993,11,5,.68055552
210204,70,01-11-1993,1993-11-01,1993,11,2,.54590911
210204,71,01-12-1993,1993-12-01,1993,12,1,.44225353
210204,71,01-12-1993,1993-12-01,1993,12,2,.53333336
210204,71,01-12-1993,1993-12-01,1993,12,3,.56810343
210204,71,01-12-1993,1993-12-01,1993,12,5,.66974998
210204,71,01-12-1993,1993-12-01,1993,12,4,.59190476
210204,72,01-01-1994,1994-01-01,1994,1,3,.5596875
210204,72,01-01-1994,1994-01-01,1994,1,5,.66824996
210204,72,01-01-1994,1994-01-01,1994,1,1,.3762745
210204,72,01-01-1994,1994-01-01,1994,1,2,.48114288
210204,72,01-01-1994,1994-01-01,1994,1,4,.58857143
210204,73,01-02-1994,1994-02-01,1994,2,5,.67305553
210204,73,01-02-1994,1994-02-01,1994,2,1,.37239128
210204,73,01-02-1994,1994-02-01,1994,2,3,.55787879
210204,73,01-02-1994,1994-02-01,1994,2,2,.48641026
210204,73,01-02-1994,1994-02-01,1994,2,4,.58666664
210204,74,01-03-1994,1994-03-01,1994,3,3,.55586207
210204,74,01-03-1994,1994-03-01,1994,3,2,.48575759
210204,74,01-03-1994,1994-03-01,1994,3,1,.37711537
210204,74,01-03-1994,1994-03-01,1994,3,4,.58714283
210204,74,01-03-1994,1994-03-01,1994,3,5,.66027778
210204,75,01-04-1994,1994-04-01,1994,4,1,.37692305
210204,75,01-04-1994,1994-04-01,1994,4,2,.47525001
210204,75,01-04-1994,1994-04-01,1994,4,4,.58785713
210204,75,01-04-1994,1994-04-01,1994,4,3,.55521739
210204,75,01-04-1994,1994-04-01,1994,4,5,.66710526
210204,76,01-05-1994,1994-05-01,1994,5,3,.55645835
210204,76,01-05-1994,1994-05-01,1994,5,2,.47416666
210204,76,01-05-1994,1994-05-01,1994,5,1,.36857143
210204,76,01-05-1994,1994-05-01,1994,5,5,.67000002
210204,76,01-05-1994,1994-05-01,1994,5,4,.5905
210204,77,01-06-1994,1994-06-01,1994,6,4,.56024998
210204,77,01-06-1994,1994-06-01,1994,6,5,.6645714
210204,77,01-06-1994,1994-06-01,1994,6,1,.38037035
210204,77,01-06-1994,1994-06-01,1994,6,3,.4725
210204,78,01-07-1994,1994-07-01,1994,7,5,.66538459
